n,size,misses
10,1242,1264
11,3135,3223
12,4417,4474
13,17919,17932
14,5587,5611
15,14225,14324
16,5733,5767
17,29836,29846
18,47965,47971
19,14615,14632
20,99735,151784
21,94260,224017
22,46464,46550
23,79380,79497
24,98123,169341
25,36371,36654
26,74409,74592
27,99888,221495
28,98162,109871
29,99923,110039
30,99385,166878
31,99993,253899
32,99984,253089
33,97227,155980
34,99906,424676
35,99653,404930
36,99731,766000
41,99985,1378136
